question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"Which of the following is not a function of vitamin D?
",Lipid-soluble antioxidant in cell membranes,Fast responses to increase calcium absorption with no change in gene expression,Regulation of differentiation of adipocytes,Regulation of bone turnover,A,nutrition,"Which of the following is not a function of vitamin D?

(A) Lipid-soluble antioxidant in cell membranes
(B) Fast responses to increase calcium absorption with no change in gene expression
(C) Regulation of differentiation of adipocytes
(D) Regulation of bone turnover
Answer: (","Which is the most possible answer?
(A) Lipid-soluble antioxidant in cell membranes
(B) Fast responses to increase calcium absorption with no change in gene expression
(C) Regulation of differentiation of adipocytes
(D) Regulation of bone turnover
Answer: (",32,"[33, 34, 35]"
"How many kcal are there in one gram of ethanol?
",23.5 kJ or 5.8 kcal per g,19.7 kJ or 4.1 kcal per g,29.7 kJ or 7.1 kcal per g,36.5 kJ or 8.1 kcal per g,C,nutrition,"How many kcal are there in one gram of ethanol?

(A) 23.5 kJ or 5.8 kcal per g
(B) 19.7 kJ or 4.1 kcal per g
(C) 29.7 kJ or 7.1 kcal per g
(D) 36.5 kJ or 8.1 kcal per g
Answer: (","Which is the most possible answer?
(A) 23.5 kJ or 5.8 kcal per g
(B) 19.7 kJ or 4.1 kcal per g
(C) 29.7 kJ or 7.1 kcal per g
(D) 36.5 kJ or 8.1 kcal per g
Answer: (",34,"[32, 33, 35]"
"Colonic microbiome:
",Is present in babies in utero,Is a cause of eosinopjhilic oesophagitis,Is easily changed by probiotic supplementation,May be changed with consumption of oligo-saccharides,D,nutrition,"Colonic microbiome:

(A) Is present in babies in utero
(B) Is a cause of eosinopjhilic oesophagitis
(C) Is easily changed by probiotic supplementation
(D) May be changed with consumption of oligo-saccharides
Answer: (","Which is the most possible answer?
(A) Is present in babies in utero
(B) Is a cause of eosinopjhilic oesophagitis
(C) Is easily changed by probiotic supplementation
(D) May be changed with consumption of oligo-saccharides
Answer: (",35,"[32, 33, 34]"
"Which of the following amino acids cannot provide a substrate for gluconeogenesis?
",Leucine,Tryptophan,Histidine,isoleucine,A,nutrition,"Which of the following amino acids cannot provide a substrate for gluconeogenesis?

(A) Leucine
(B) Tryptophan
(C) Histidine
(D) isoleucine
Answer: (","Which is the most possible answer?
(A) Leucine
(B) Tryptophan
(C) Histidine
(D) isoleucine
Answer: (",32,"[33, 34, 35]"
"What nutritional strategies will not improve performance during prolonged endurance type exercise?
",Carbohydrate loading,Tapering,The classic glycogen loading regime,Exogenous carbohydrate ingestion during exercise,C,nutrition,"What nutritional strategies will not improve performance during prolonged endurance type exercise?

(A) Carbohydrate loading
(B) Tapering
(C) The classic glycogen loading regime
(D) Exogenous carbohydrate ingestion during exercise
Answer: (","Which is the most possible answer?
(A) Carbohydrate loading
(B) Tapering
(C) The classic glycogen loading regime
(D) Exogenous carbohydrate ingestion during exercise
Answer: (",34,"[32, 33, 35]"
"Which body composition method would you use to measure body mineral content?
",Magnetic Resonance Imaging,Dual-energy X-ray absorptiometry,Isotope dilution,Skinfold Thickness,B,nutrition,"Which body composition method would you use to measure body mineral content?

(A) Magnetic Resonance Imaging
(B) Dual-energy X-ray absorptiometry
(C) Isotope dilution
(D) Skinfold Thickness
Answer: (","Which is the most possible answer?
(A) Magnetic Resonance Imaging
(B) Dual-energy X-ray absorptiometry
(C) Isotope dilution
(D) Skinfold Thickness
Answer: (",33,"[32, 34, 35]"
"These factors increase risk of osteoporotic fracture:
",High bone mineral density,High body weight,High lean mass,Poor muscle strength,D,nutrition,"These factors increase risk of osteoporotic fracture:

(A) High bone mineral density
(B) High body weight
(C) High lean mass
(D) Poor muscle strength
Answer: (","Which is the most possible answer?
(A) High bone mineral density
(B) High body weight
(C) High lean mass
(D) Poor muscle strength
Answer: (",35,"[32, 33, 34]"
"Fruit and vegetable consumption
",Has been associated with greater bone mineral loss in observational studies,"Has an uncertain relationship with skeletal health because research studies are confounded by associated lifestyle factors such as smoking, exercise and alcohol consumption",Has consistently resulted in less bone loss in supplementation studies,Has large effects on bone mineral loss,B,nutrition,"Fruit and vegetable consumption

(A) Has been associated with greater bone mineral loss in observational studies
(B) Has an uncertain relationship with skeletal health because research studies are confounded by associated lifestyle factors such as smoking, exercise and alcohol consumption
(C) Has consistently resulted in less bone loss in supplementation studies
(D) Has large effects on bone mineral loss
Answer: (","Which is the most possible answer?
(A) Has been associated with greater bone mineral loss in observational studies
(B) Has an uncertain relationship with skeletal health because research studies are confounded by associated lifestyle factors such as smoking, exercise and alcohol consumption
(C) Has consistently resulted in less bone loss in supplementation studies
(D) Has large effects on bone mineral loss
Answer: (",33,"[32, 34, 35]"
"Which are the FIVE main series of apoproteins that have been identified?
","apoA, apoB, apoC, apoD, and apoE","apoA, apo(a), apoB, apoC and apoE","apoA, apoB, apoC, apo E, and apoL","apoB, apoC, apoD, apoE and apoM",B,nutrition,"Which are the FIVE main series of apoproteins that have been identified?

(A) apoA, apoB, apoC, apoD, and apoE
(B) apoA, apo(a), apoB, apoC and apoE
(C) apoA, apoB, apoC, apo E, and apoL
(D) apoB, apoC, apoD, apoE and apoM
Answer: (","Which is the most possible answer?
(A) apoA, apoB, apoC, apoD, and apoE
(B) apoA, apo(a), apoB, apoC and apoE
(C) apoA, apoB, apoC, apo E, and apoL
(D) apoB, apoC, apoD, apoE and apoM
Answer: (",33,"[32, 34, 35]"
"Which of the following is the yield of ATP from complete oxidation of glucose to carbon dioxide and water?
",10,25,30,32,D,nutrition,"Which of the following is the yield of ATP from complete oxidation of glucose to carbon dioxide and water?

(A) 10
(B) 25
(C) 30
(D) 32
Answer: (","Which is the most possible answer?
(A) 10
(B) 25
(C) 30
(D) 32
Answer: (",35,"[32, 33, 34]"
"Nutrients may pose health risks:
",When intakes exceed established ULs (Upper Levels),At any level greater than a recommended dietary intake,Only when intakes are less than those required for nutritional benefits,Under no known conditions of usual intake,A,nutrition,"Nutrients may pose health risks:

(A) When intakes exceed established ULs (Upper Levels)
(B) At any level greater than a recommended dietary intake
(C) Only when intakes are less than those required for nutritional benefits
(D) Under no known conditions of usual intake
Answer: (","Which is the most possible answer?
(A) When intakes exceed established ULs (Upper Levels)
(B) At any level greater than a recommended dietary intake
(C) Only when intakes are less than those required for nutritional benefits
(D) Under no known conditions of usual intake
Answer: (",32,"[33, 34, 35]"
"The Atherogenic Lipoprotein Phenotype (ALP) is a collection of which lipoprotein abnormalities?
","Reduced levels of HDL, a high proportion of small dense LDL and raised triglycerides","Reduced levels of HDL, a high proportion of small dense LDL and normal triglycerides","Raised levels of HDL, a high proportion of small dense LDL and raised triglycerides","Reduced levels of HDL, a low proportion of small dense LDL and raised triglycerides",A,nutrition,"The Atherogenic Lipoprotein Phenotype (ALP) is a collection of which lipoprotein abnormalities?

(A) Reduced levels of HDL, a high proportion of small dense LDL and raised triglycerides
(B) Reduced levels of HDL, a high proportion of small dense LDL and normal triglycerides
(C) Raised levels of HDL, a high proportion of small dense LDL and raised triglycerides
(D) Reduced levels of HDL, a low proportion of small dense LDL and raised triglycerides
Answer: (","Which is the most possible answer?
(A) Reduced levels of HDL, a high proportion of small dense LDL and raised triglycerides
(B) Reduced levels of HDL, a high proportion of small dense LDL and normal triglycerides
(C) Raised levels of HDL, a high proportion of small dense LDL and raised triglycerides
(D) Reduced levels of HDL, a low proportion of small dense LDL and raised triglycerides
Answer: (",32,"[33, 34, 35]"
"The colonic microflora can be considered as ""an organ within an organ"". Which of the following statements best describes the functions of the microbiota?
",Measurement of daily dietary fibre intake underestimates the amount of fermentable material entering the colon each day,All of the options given are correct,"Acetate, propionate and butyrate are the chief organic acids produced by anaerobic colic fermentation","The establishment of an ""acetate buffer"" in the colonic lumen suppresses the growth of some pathogenic bacteria.",B,nutrition,"The colonic microflora can be considered as ""an organ within an organ"". Which of the following statements best describes the functions of the microbiota?

(A) Measurement of daily dietary fibre intake underestimates the amount of fermentable material entering the colon each day
(B) All of the options given are correct
(C) Acetate, propionate and butyrate are the chief organic acids produced by anaerobic colic fermentation
(D) The establishment of an ""acetate buffer"" in the colonic lumen suppresses the growth of some pathogenic bacteria.
Answer: (","Which is the most possible answer?
(A) Measurement of daily dietary fibre intake underestimates the amount of fermentable material entering the colon each day
(B) All of the options given are correct
(C) Acetate, propionate and butyrate are the chief organic acids produced by anaerobic colic fermentation
(D) The establishment of an ""acetate buffer"" in the colonic lumen suppresses the growth of some pathogenic bacteria.
Answer: (",33,"[32, 34, 35]"
