,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
163,"Then, Tyler and Jennifer went to the house. Tyler gave a drink to","Then, Tyler and Jennifer went to the house. Anthony gave a drink to","Then, Tyler and Jennifer went to the house. Jennifer gave a drink to",16348,14886
461,"Then, Nicole and Matthew had a long argument, and afterwards Nicole said to","Then, Nicole and Matthew had a long argument, and afterwards John said to","Then, Nicole and Matthew had a long argument, and afterwards Matthew said to",9308,25176
884,"Then, Megan and Amber had a lot of fun at the hospital. Amber gave a drink to","Then, Megan and Amber had a lot of fun at the hospital. Kyle gave a drink to","Then, Megan and Amber had a lot of fun at the hospital. Megan gave a drink to",27616,21896
309,"Then, Jeremy and Aaron were working at the station. Jeremy decided to give a ring to","Then, Jeremy and Aaron were working at the station. Jennifer decided to give a ring to","Then, Jeremy and Aaron were working at the station. Aaron decided to give a ring to",12139,11753
819,"Then, Samantha and Lindsey were working at the store. Samantha decided to give a drink to","Then, Samantha and Lindsey were working at the store. Dustin decided to give a drink to","Then, Samantha and Lindsey were working at the store. Lindsey decided to give a drink to",30334,34778
601,"Then, Robert and Amanda were working at the station. Amanda decided to give a basketball to","Then, Robert and Amanda were working at the station. Benjamin decided to give a basketball to","Then, Robert and Amanda were working at the station. Robert decided to give a basketball to",5199,23040
343,"When Alicia and Shannon got a ring at the store, Shannon decided to give it to","When Alicia and Shannon got a ring at the store, Benjamin decided to give it to","When Alicia and Shannon got a ring at the store, Alicia decided to give it to",39607,28108
485,"When Erin and Andrea got a ring at the house, Andrea decided to give it to","When Erin and Andrea got a ring at the house, Joshua decided to give it to","When Erin and Andrea got a ring at the house, Erin decided to give it to",28894,23174
372,"Then, Jamie and Charles were thinking about going to the store. Charles wanted to give a necklace to","Then, Jamie and Charles were thinking about going to the store. Sarah wanted to give a necklace to","Then, Jamie and Charles were thinking about going to the store. Jamie wanted to give a necklace to",17826,7516
738,"Then, David and Gregory were thinking about going to the restaurant. Gregory wanted to give a snack to","Then, David and Gregory were thinking about going to the restaurant. Jesse wanted to give a snack to","Then, David and Gregory were thinking about going to the restaurant. David wanted to give a snack to",3271,20653
697,"Then, Cody and Paul had a long argument, and afterwards Cody said to","Then, Cody and Paul had a long argument, and afterwards Alexander said to","Then, Cody and Paul had a long argument, and afterwards Paul said to",3362,27035
127,"Then, Vanessa and Bryan were working at the office. Vanessa decided to give a ring to","Then, Vanessa and Bryan were working at the office. Gregory decided to give a ring to","Then, Vanessa and Bryan were working at the office. Bryan decided to give a ring to",17857,42100
4,"Then, Jessica and Shannon were working at the restaurant. Jessica decided to give a snack to","Then, Jessica and Shannon were working at the restaurant. Nathan decided to give a snack to","Then, Jessica and Shannon were working at the restaurant. Shannon decided to give a snack to",28108,17352
992,"Then, Laura and Elizabeth went to the school. Elizabeth gave a necklace to","Then, Laura and Elizabeth went to the school. James gave a necklace to","Then, Laura and Elizabeth went to the school. Laura gave a necklace to",16753,10674
744,"Then, Kristen and Anthony went to the restaurant. Kristen gave a computer to","Then, Kristen and Anthony went to the restaurant. Bryan gave a computer to","Then, Kristen and Anthony went to the restaurant. Anthony gave a computer to",9953,44467
962,"Then, Laura and Jessica were thinking about going to the station. Jessica wanted to give a bone to","Then, Laura and Jessica were thinking about going to the station. Paul wanted to give a bone to","Then, Laura and Jessica were thinking about going to the station. Laura wanted to give a bone to",16753,17352
295,"After Melissa and Lauren went to the garden, Lauren gave a basketball to","After Melissa and Lauren went to the garden, Megan gave a basketball to","After Melissa and Lauren went to the garden, Melissa gave a basketball to",24164,25672
959,"When Nicole and Emily got a computer at the hospital, Nicole decided to give it to","When Nicole and Emily got a computer at the hospital, Paul decided to give it to","When Nicole and Emily got a computer at the hospital, Emily decided to give it to",17608,25176
90,"Then, Heather and Megan were thinking about going to the hospital. Heather wanted to give a bone to","Then, Heather and Megan were thinking about going to the hospital. Jessica wanted to give a bone to","Then, Heather and Megan were thinking about going to the hospital. Megan wanted to give a bone to",27616,24253
438,"Then, Courtney and Jeremy were working at the hospital. Courtney decided to give a kiss to","Then, Courtney and Jeremy were working at the hospital. Daniel decided to give a kiss to","Then, Courtney and Jeremy were working at the hospital. Jeremy decided to give a kiss to",11753,36677
826,"After Steven and Patrick went to the office, Steven gave a bone to","After Steven and Patrick went to the office, Jessica gave a bone to","After Steven and Patrick went to the office, Patrick gave a bone to",9925,8239
331,"Then, Elizabeth and Jeffrey were working at the garden. Elizabeth decided to give a necklace to","Then, Elizabeth and Jeffrey were working at the garden. Amanda decided to give a necklace to","Then, Elizabeth and Jeffrey were working at the garden. Jeffrey decided to give a necklace to",19627,10674
557,"When Christina and Kristen got a basketball at the store, Kristen decided to give it to","When Christina and Kristen got a basketball at the store, Amy decided to give it to","When Christina and Kristen got a basketball at the store, Christina decided to give it to",33673,44467
95,"Then, Matthew and Jesse had a lot of fun at the station. Matthew gave a drink to","Then, Matthew and Jesse had a lot of fun at the station. Tiffany gave a drink to","Then, Matthew and Jesse had a lot of fun at the station. Jesse gave a drink to",18033,9308
518,"After Christine and Matthew went to the school, Christine gave a drink to","After Christine and Matthew went to the school, Kenneth gave a drink to","After Christine and Matthew went to the school, Matthew gave a drink to",9308,26088
65,"Then, Stephanie and Sean had a long argument, and afterwards Sean said to","Then, Stephanie and Sean had a long argument, and afterwards Lisa said to","Then, Stephanie and Sean had a long argument, and afterwards Stephanie said to",26085,11465
266,"After Sarah and Bradley went to the station, Sarah gave a bone to","After Sarah and Bradley went to the station, James gave a bone to","After Sarah and Bradley went to the station, Bradley gave a bone to",16182,10490
427,"Then, Alexander and Allison had a lot of fun at the station. Allison gave a ring to","Then, Alexander and Allison had a lot of fun at the station. Eric gave a ring to","Then, Alexander and Allison had a lot of fun at the station. Alexander gave a ring to",10009,33461
994,"When Cody and Heather got a snack at the station, Cody decided to give it to","When Cody and Heather got a snack at the station, Sara decided to give it to","When Cody and Heather got a snack at the station, Heather decided to give it to",24253,27035
953,"Then, Allison and Jose went to the hospital. Jose gave a necklace to","Then, Allison and Jose went to the hospital. Crystal gave a necklace to","Then, Allison and Jose went to the hospital. Allison gave a necklace to",33461,5264
449,"When Crystal and Katie got a basketball at the store, Crystal decided to give it to","When Crystal and Katie got a basketball at the store, Megan decided to give it to","When Crystal and Katie got a basketball at the store, Katie decided to give it to",24721,12969
200,"When Nathan and Benjamin got a bone at the station, Nathan decided to give it to","When Nathan and Benjamin got a bone at the station, Robert decided to give it to","When Nathan and Benjamin got a bone at the station, Benjamin decided to give it to",14533,18106
30,"Then, Lindsey and Christine had a lot of fun at the store. Lindsey gave a computer to","Then, Lindsey and Christine had a lot of fun at the store. Alexander gave a computer to","Then, Lindsey and Christine had a lot of fun at the store. Christine gave a computer to",26088,30334
130,"Then, Alexander and Kimberly were thinking about going to the station. Kimberly wanted to give a basketball to","Then, Alexander and Kimberly were thinking about going to the station. Emily wanted to give a basketball to","Then, Alexander and Kimberly were thinking about going to the station. Alexander wanted to give a basketball to",10009,48685
