clean,corrupted,label,incorrect_label
"[8159, 2675, 9671, 2687, 4982, 1739, 7489, 2503, 4530, 7365, 7472, 3429, 1906, 3865, 5183, 7851, 1646, 5984, 3636, 2858, 8159, 2675, 9671, 2687, 4982, 1739, 7489, 2503, 4530, 7365, 7472, 3429, 1906, 3865, 5183, 7851, 1646, 5984, 3636]","[4982, 1739, 7851, 2687, 7489, 2503, 7365, 4530, 7472, 3636, 3429, 3865, 3636, 5984, 5183, 1906, 9671, 8159, 2675, 1646, 8159, 2675, 9671, 2687, 4982, 1739, 7489, 2503, 4530, 7365, 7472, 3429, 1906, 3865, 5183, 7851, 1646, 5984, 2858]",2858,"[3865, 7851, 7472, 4530, 3636, 5183, 7489, 7365, 9671, 2503, 1739, 8159, 5984, 3429, 1646, 1906, 2675, 4982, 2687]"
"[2977, 2651, 9015, 7405, 9324, 1630, 1171, 3251, 9790, 5682, 6689, 3259, 1218, 5443, 4405, 1709, 7997, 7307, 6093, 5226, 2977, 2651, 9015, 7405, 9324, 1630, 1171, 3251, 9790, 5682, 6689, 3259, 1218, 5443, 4405, 1709, 7997, 7307, 6093]","[5682, 1709, 4405, 9015, 2977, 1218, 2651, 9324, 9790, 3259, 6689, 1171, 7307, 5443, 6093, 1630, 7997, 1630, 7405, 3251, 2977, 2651, 9015, 7405, 9324, 1630, 1171, 3251, 9790, 5682, 6689, 3259, 1218, 5443, 4405, 1709, 7997, 7307, 5226]",5226,"[7307, 1171, 2977, 6689, 1709, 5682, 3251, 4405, 9015, 3259, 7997, 9790, 1218, 5443, 6093, 2651, 1630, 9324, 7405]"
"[9974, 8466, 4953, 8922, 6663, 4248, 5981, 8644, 8861, 9977, 6683, 9451, 1489, 9202, 7344, 8904, 8438, 2332, 4377, 8874, 9974, 8466, 4953, 8922, 6663, 4248, 5981, 8644, 8861, 9977, 6683, 9451, 1489, 9202, 7344, 8904, 8438, 2332, 4377]","[8644, 9974, 5981, 6663, 7344, 9977, 4953, 4377, 6683, 4248, 2332, 8904, 8438, 8861, 8922, 1489, 8466, 9202, 9451, 6663, 9974, 8466, 4953, 8922, 6663, 4248, 5981, 8644, 8861, 9977, 6683, 9451, 1489, 9202, 7344, 8904, 8438, 2332, 8874]",8874,"[6663, 8466, 4248, 4377, 6683, 2332, 8861, 7344, 8644, 8904, 1489, 4953, 8922, 5981, 9451, 9202, 9974, 8438, 9977]"
"[6529, 2488, 3972, 7728, 3990, 8551, 3127, 9462, 3545, 9118, 1909, 4052, 7892, 9815, 6595, 5247, 6895, 2976, 5389, 5657, 6529, 2488, 3972, 7728, 3990, 8551, 3127, 9462, 3545, 9118, 1909, 4052, 7892, 9815, 6595, 5247, 6895, 2976, 5389]","[7892, 9118, 5389, 2976, 8551, 4052, 9462, 3990, 6529, 2488, 9815, 1909, 3545, 1909, 3127, 6895, 5247, 7728, 3972, 6595, 6529, 2488, 3972, 7728, 3990, 8551, 3127, 9462, 3545, 9118, 1909, 4052, 7892, 9815, 6595, 5247, 6895, 2976, 5657]",5657,"[6529, 3972, 5389, 3990, 9118, 2976, 7728, 3127, 2488, 6595, 4052, 7892, 9815, 3545, 8551, 6895, 1909, 9462, 5247]"
"[8880, 3730, 4658, 1241, 5715, 6263, 3066, 1846, 5921, 4141, 1685, 2242, 7784, 3802, 5517, 3749, 9285, 2393, 8830, 9261, 8880, 3730, 4658, 1241, 5715, 6263, 3066, 1846, 5921, 4141, 1685, 2242, 7784, 3802, 5517, 3749, 9285, 2393, 8830]","[6263, 2242, 7784, 3749, 3730, 9285, 2393, 8830, 1685, 4141, 8880, 5921, 1846, 8880, 4658, 3802, 3066, 1241, 5715, 5517, 8880, 3730, 4658, 1241, 5715, 6263, 3066, 1846, 5921, 4141, 1685, 2242, 7784, 3802, 5517, 3749, 9285, 2393, 9261]",9261,"[5517, 3730, 1685, 5921, 3749, 4141, 8880, 4658, 1846, 2242, 9285, 5715, 2393, 3802, 1241, 7784, 6263, 3066, 8830]"
"[4064, 1516, 2776, 1052, 6557, 9039, 7929, 3093, 5365, 4130, 8972, 8030, 2656, 3687, 1910, 8529, 5917, 3595, 2757, 7646, 4064, 1516, 2776, 1052, 6557, 9039, 7929, 3093, 5365, 4130, 8972, 8030, 2656, 3687, 1910, 8529, 5917, 3595, 2757]","[1516, 8529, 8972, 5365, 8972, 6557, 3595, 2757, 2776, 7929, 8030, 1052, 4064, 4130, 3093, 9039, 1910, 3687, 2656, 5917, 4064, 1516, 2776, 1052, 6557, 9039, 7929, 3093, 5365, 4130, 8972, 8030, 2656, 3687, 1910, 8529, 5917, 3595, 7646]",7646,"[3595, 8972, 3093, 1052, 5917, 6557, 4130, 2757, 9039, 8529, 2776, 8030, 4064, 2656, 3687, 1516, 5365, 1910, 7929]"
"[5565, 3079, 5879, 9233, 7225, 3027, 5421, 1838, 2016, 6714, 9658, 6908, 9107, 5199, 5058, 3570, 6177, 7345, 6902, 9131, 5565, 3079, 5879, 9233, 7225, 3027, 5421, 1838, 2016, 6714, 9658, 6908, 9107, 5199, 5058, 3570, 6177, 7345, 6902]","[7225, 5421, 7345, 5879, 6177, 3027, 5058, 1838, 6714, 3079, 5199, 6177, 5565, 9233, 6908, 6902, 9107, 2016, 3570, 9658, 5565, 3079, 5879, 9233, 7225, 3027, 5421, 1838, 2016, 6714, 9658, 6908, 9107, 5199, 5058, 3570, 6177, 7345, 9131]",9131,"[3079, 9233, 9107, 6177, 5421, 1838, 7345, 7225, 9658, 6714, 5565, 5058, 5199, 3027, 2016, 3570, 6902, 5879, 6908]"
"[7707, 6137, 1679, 9134, 7407, 2223, 6033, 4001, 1405, 1626, 8293, 8141, 4241, 9702, 9438, 1525, 6463, 1793, 1707, 3513, 7707, 6137, 1679, 9134, 7407, 2223, 6033, 4001, 1405, 1626, 8293, 8141, 4241, 9702, 9438, 1525, 6463, 1793, 1707]","[1793, 4001, 1679, 8141, 4241, 6033, 9134, 7407, 6463, 7407, 1405, 2223, 1525, 6137, 7707, 8293, 9438, 1626, 1707, 9702, 7707, 6137, 1679, 9134, 7407, 2223, 6033, 4001, 1405, 1626, 8293, 8141, 4241, 9702, 9438, 1525, 6463, 1793, 3513]",3513,"[1793, 1679, 6033, 4241, 7707, 4001, 1707, 9134, 2223, 6463, 8141, 1626, 9438, 8293, 9702, 7407, 1525, 6137, 1405]"
"[9137, 6920, 5564, 7554, 5364, 1007, 2881, 1427, 5509, 1013, 9015, 2667, 4955, 7125, 5058, 8915, 6732, 3173, 2574, 7088, 9137, 6920, 5564, 7554, 5364, 1007, 2881, 1427, 5509, 1013, 9015, 2667, 4955, 7125, 5058, 8915, 6732, 3173, 2574]","[2667, 7125, 4955, 5364, 8915, 2574, 9137, 6732, 2881, 1013, 7554, 5509, 9137, 5058, 9015, 1427, 6920, 1007, 3173, 5564, 9137, 6920, 5564, 7554, 5364, 1007, 2881, 1427, 5509, 1013, 9015, 2667, 4955, 7125, 5058, 8915, 6732, 3173, 7088]",7088,"[7554, 5509, 6920, 2574, 1427, 9137, 9015, 5564, 2881, 5058, 6732, 8915, 7125, 4955, 3173, 2667, 1007, 5364, 1013]"
"[5614, 5378, 8443, 4708, 1831, 6058, 6488, 7144, 4280, 8003, 2386, 1062, 3230, 2565, 6294, 8646, 1710, 2752, 1015, 9477, 5614, 5378, 8443, 4708, 1831, 6058, 6488, 7144, 4280, 8003, 2386, 1062, 3230, 2565, 6294, 8646, 1710, 2752, 1015]","[8646, 4708, 2752, 6488, 1710, 1015, 2565, 1062, 1831, 6294, 1831, 8003, 2386, 3230, 5378, 7144, 6058, 5614, 4280, 8443, 5614, 5378, 8443, 4708, 1831, 6058, 6488, 7144, 4280, 8003, 2386, 1062, 3230, 2565, 6294, 8646, 1710, 2752, 9477]",9477,"[5378, 2565, 6294, 3230, 1062, 1831, 6058, 1710, 4280, 2752, 8003, 8646, 2386, 6488, 4708, 7144, 5614, 1015, 8443]"
"[4298, 3410, 6274, 2742, 5423, 9896, 1672, 8545, 8123, 8529, 2750, 7278, 1918, 2418, 1286, 1446, 8265, 6465, 6866, 9956, 4298, 3410, 6274, 2742, 5423, 9896, 1672, 8545, 8123, 8529, 2750, 7278, 1918, 2418, 1286, 1446, 8265, 6465, 6866]","[2742, 2750, 1446, 6274, 4298, 9896, 5423, 6866, 8529, 2418, 6465, 1672, 8265, 3410, 1918, 1286, 7278, 8123, 8545, 8529, 4298, 3410, 6274, 2742, 5423, 9896, 1672, 8545, 8123, 8529, 2750, 7278, 1918, 2418, 1286, 1446, 8265, 6465, 9956]",9956,"[6274, 1286, 1672, 1446, 9896, 5423, 2742, 8123, 2750, 6465, 8265, 4298, 8529, 3410, 6866, 8545, 7278, 2418, 1918]"
"[4100, 8360, 4037, 2400, 8316, 8268, 3831, 3486, 8031, 1706, 1328, 3222, 1904, 8827, 1806, 2475, 7675, 2821, 7936, 9595, 4100, 8360, 4037, 2400, 8316, 8268, 3831, 3486, 8031, 1706, 1328, 3222, 1904, 8827, 1806, 2475, 7675, 2821, 7936]","[7675, 8316, 8360, 4100, 3486, 8031, 8268, 7936, 3222, 4037, 2400, 1328, 1706, 8827, 2821, 1806, 8031, 2475, 1904, 3831, 4100, 8360, 4037, 2400, 8316, 8268, 3831, 3486, 8031, 1706, 1328, 3222, 1904, 8827, 1806, 2475, 7675, 2821, 9595]",9595,"[7936, 4100, 2821, 1806, 3222, 3486, 8360, 1706, 2475, 1328, 4037, 8268, 8031, 2400, 1904, 8827, 3831, 7675, 8316]"
"[1850, 9510, 1815, 1557, 7998, 2020, 6522, 5966, 2719, 4312, 5643, 7949, 2163, 9261, 8542, 9567, 7566, 5539, 9576, 4288, 1850, 9510, 1815, 1557, 7998, 2020, 6522, 5966, 2719, 4312, 5643, 7949, 2163, 9261, 8542, 9567, 7566, 5539, 9576]","[2163, 1850, 9567, 6522, 2020, 9576, 9261, 4312, 6522, 2719, 7566, 7949, 5643, 9510, 5966, 7998, 1557, 8542, 1815, 5539, 1850, 9510, 1815, 1557, 7998, 2020, 6522, 5966, 2719, 4312, 5643, 7949, 2163, 9261, 8542, 9567, 7566, 5539, 4288]",4288,"[5643, 7949, 7566, 1557, 1815, 2719, 5539, 9510, 9261, 1850, 7998, 5966, 4312, 8542, 9567, 2020, 9576, 2163, 6522]"
"[6220, 1007, 9198, 5077, 3476, 7542, 8701, 2983, 2294, 5304, 4295, 1239, 1665, 2949, 2134, 2480, 7987, 7738, 5165, 5643, 6220, 1007, 9198, 5077, 3476, 7542, 8701, 2983, 2294, 5304, 4295, 1239, 1665, 2949, 2134, 2480, 7987, 7738, 5165]","[2294, 1239, 3476, 1665, 8701, 1007, 5077, 2480, 2949, 7542, 5165, 9198, 7738, 4295, 7987, 2983, 5304, 6220, 5165, 2134, 6220, 1007, 9198, 5077, 3476, 7542, 8701, 2983, 2294, 5304, 4295, 1239, 1665, 2949, 2134, 2480, 7987, 7738, 5643]",5643,"[1665, 2949, 3476, 2983, 5165, 2480, 7987, 5304, 7738, 4295, 6220, 5077, 2134, 1239, 9198, 1007, 7542, 2294, 8701]"
"[6014, 5616, 6993, 3453, 8364, 7841, 9321, 4125, 1985, 9102, 1947, 2789, 8014, 3280, 5735, 9837, 1936, 9023, 4320, 7344, 6014, 5616, 6993, 3453, 8364, 7841, 9321, 4125, 1985, 9102, 1947, 2789, 8014, 3280, 5735, 9837, 1936, 9023, 4320]","[5735, 1936, 1947, 8014, 9023, 3453, 4320, 7841, 3280, 1985, 2789, 3280, 6993, 9837, 6014, 4125, 5616, 9102, 8364, 9321, 6014, 5616, 6993, 3453, 8364, 7841, 9321, 4125, 1985, 9102, 1947, 2789, 8014, 3280, 5735, 9837, 1936, 9023, 7344]",7344,"[9102, 1936, 1947, 4125, 7841, 8364, 9023, 1985, 8014, 3280, 6993, 4320, 2789, 5735, 9321, 9837, 5616, 3453, 6014]"
"[8139, 9637, 6990, 1043, 6161, 2480, 9400, 4016, 9868, 2736, 7185, 4855, 5417, 5452, 5680, 3436, 8752, 8611, 3914, 1913, 8139, 9637, 6990, 1043, 6161, 2480, 9400, 4016, 9868, 2736, 7185, 4855, 5417, 5452, 5680, 3436, 8752, 8611, 3914]","[8139, 5452, 1043, 9868, 8752, 6161, 6990, 9400, 3914, 4016, 4855, 9637, 7185, 5680, 5417, 2736, 8611, 3436, 2480, 7185, 8139, 9637, 6990, 1043, 6161, 2480, 9400, 4016, 9868, 2736, 7185, 4855, 5417, 5452, 5680, 3436, 8752, 8611, 1913]",1913,"[9868, 6161, 7185, 1043, 8611, 9637, 5417, 2480, 4016, 2736, 5680, 8752, 9400, 3914, 8139, 5452, 6990, 3436, 4855]"
"[6432, 4127, 2456, 2542, 5826, 2511, 8970, 6958, 7664, 8661, 7189, 1904, 1092, 3552, 5360, 2180, 3943, 5813, 5475, 7487, 6432, 4127, 2456, 2542, 5826, 2511, 8970, 6958, 7664, 8661, 7189, 1904, 1092, 3552, 5360, 2180, 3943, 5813, 5475]","[8661, 5813, 2180, 8970, 2542, 3552, 1092, 1904, 2511, 6432, 5475, 7664, 5826, 5360, 2456, 5360, 4127, 7189, 6958, 3943, 6432, 4127, 2456, 2542, 5826, 2511, 8970, 6958, 7664, 8661, 7189, 1904, 1092, 3552, 5360, 2180, 3943, 5813, 7487]",7487,"[2180, 8970, 7189, 2456, 4127, 6432, 6958, 5813, 5826, 1092, 2511, 8661, 3552, 5475, 3943, 2542, 7664, 1904, 5360]"
"[3352, 5231, 5648, 2412, 8449, 8781, 7654, 5112, 2005, 5860, 6144, 5364, 6387, 2568, 9201, 8165, 2833, 5677, 3009, 9067, 3352, 5231, 5648, 2412, 8449, 8781, 7654, 5112, 2005, 5860, 6144, 5364, 6387, 2568, 9201, 8165, 2833, 5677, 3009]","[5364, 5112, 2005, 5860, 6144, 5677, 6387, 2833, 9201, 5231, 7654, 5364, 8781, 2412, 8165, 3352, 5648, 8449, 2568, 3009, 3352, 5231, 5648, 2412, 8449, 8781, 7654, 5112, 2005, 5860, 6144, 5364, 6387, 2568, 9201, 8165, 2833, 5677, 9067]",9067,"[6144, 8449, 2568, 5648, 2833, 3352, 5677, 3009, 8781, 2005, 5860, 8165, 7654, 2412, 5231, 9201, 6387, 5364, 5112]"
"[1306, 5562, 1336, 1405, 3963, 1307, 4493, 6863, 7145, 5154, 9319, 1353, 8284, 4689, 7457, 9258, 2710, 9198, 9016, 9037, 1306, 5562, 1336, 1405, 3963, 1307, 4493, 6863, 7145, 5154, 9319, 1353, 8284, 4689, 7457, 9258, 2710, 9198, 9016]","[9198, 5154, 4493, 9319, 9258, 3963, 1405, 1336, 1306, 8284, 2710, 9016, 5562, 6863, 7457, 1336, 1353, 7145, 4689, 1307, 1306, 5562, 1336, 1405, 3963, 1307, 4493, 6863, 7145, 5154, 9319, 1353, 8284, 4689, 7457, 9258, 2710, 9198, 9037]",9037,"[4493, 2710, 1306, 1307, 7457, 5154, 9258, 9016, 1336, 5562, 1353, 6863, 4689, 8284, 9319, 7145, 9198, 3963, 1405]"
"[9457, 5657, 4276, 7151, 2237, 6545, 6861, 9845, 7664, 7365, 1118, 1962, 2304, 4562, 9891, 2171, 9988, 8788, 9648, 8756, 9457, 5657, 4276, 7151, 2237, 6545, 6861, 9845, 7664, 7365, 1118, 1962, 2304, 4562, 9891, 2171, 9988, 8788, 9648]","[6545, 6861, 4276, 4562, 9891, 2237, 2304, 9648, 7664, 9845, 7365, 1118, 7151, 5657, 9457, 1962, 2171, 8788, 9988, 9457, 9457, 5657, 4276, 7151, 2237, 6545, 6861, 9845, 7664, 7365, 1118, 1962, 2304, 4562, 9891, 2171, 9988, 8788, 8756]",8756,"[2304, 9988, 6545, 5657, 9891, 1962, 9648, 4276, 2237, 7365, 6861, 4562, 8788, 1118, 7151, 7664, 9457, 9845, 2171]"
"[6374, 1368, 4306, 8051, 9749, 4120, 9263, 2230, 1098, 6112, 1541, 4294, 6328, 7689, 9586, 9239, 1761, 3645, 1111, 3672, 6374, 1368, 4306, 8051, 9749, 4120, 9263, 2230, 1098, 6112, 1541, 4294, 6328, 7689, 9586, 9239, 1761, 3645, 1111]","[4294, 3645, 9586, 6112, 4306, 9263, 1541, 9749, 9263, 1761, 4120, 8051, 6328, 2230, 1098, 7689, 1368, 9239, 1111, 6374, 6374, 1368, 4306, 8051, 9749, 4120, 9263, 2230, 1098, 6112, 1541, 4294, 6328, 7689, 9586, 9239, 1761, 3645, 3672]",3672,"[1541, 7689, 9749, 9239, 4120, 9263, 2230, 6328, 3645, 4294, 1098, 4306, 1111, 1368, 6112, 1761, 6374, 9586, 8051]"
"[1933, 5775, 3738, 1649, 7579, 5653, 3743, 3925, 2998, 2562, 3180, 1666, 6031, 6042, 2196, 3861, 7851, 7442, 6455, 2807, 1933, 5775, 3738, 1649, 7579, 5653, 3743, 3925, 2998, 2562, 3180, 1666, 6031, 6042, 2196, 3861, 7851, 7442, 6455]","[5653, 5775, 6031, 3738, 3861, 2998, 3925, 7442, 6042, 6455, 1649, 1666, 7851, 7579, 3180, 1933, 2196, 2562, 6031, 3743, 1933, 5775, 3738, 1649, 7579, 5653, 3743, 3925, 2998, 2562, 3180, 1666, 6031, 6042, 2196, 3861, 7851, 7442, 2807]",2807,"[2562, 1666, 1933, 5775, 6031, 7442, 2196, 5653, 3861, 6042, 3738, 7579, 3743, 7851, 2998, 6455, 3925, 3180, 1649]"
"[5142, 3663, 3004, 2850, 1043, 7296, 8345, 3123, 8304, 1833, 5439, 8571, 5831, 5559, 1468, 8847, 9004, 5413, 1499, 1912, 5142, 3663, 3004, 2850, 1043, 7296, 8345, 3123, 8304, 1833, 5439, 8571, 5831, 5559, 1468, 8847, 9004, 5413, 1499]","[1499, 8304, 7296, 5559, 3123, 5142, 5439, 5831, 3663, 8847, 1833, 1833, 1043, 8345, 2850, 3004, 9004, 5413, 8571, 1468, 5142, 3663, 3004, 2850, 1043, 7296, 8345, 3123, 8304, 1833, 5439, 8571, 5831, 5559, 1468, 8847, 9004, 5413, 1912]",1912,"[7296, 8847, 1043, 5142, 8345, 2850, 5413, 1833, 9004, 3123, 5559, 1468, 3004, 5439, 5831, 3663, 1499, 8304, 8571]"
"[9059, 5446, 6245, 6815, 7664, 4451, 1265, 5768, 5420, 8294, 1749, 6737, 3799, 4505, 1282, 5862, 9987, 3346, 7171, 9770, 9059, 5446, 6245, 6815, 7664, 4451, 1265, 5768, 5420, 8294, 1749, 6737, 3799, 4505, 1282, 5862, 9987, 3346, 7171]","[3799, 9059, 9987, 3346, 7664, 5420, 4451, 6737, 6815, 5446, 6245, 8294, 4505, 7171, 1265, 9987, 1282, 1749, 5768, 5862, 9059, 5446, 6245, 6815, 7664, 4451, 1265, 5768, 5420, 8294, 1749, 6737, 3799, 4505, 1282, 5862, 9987, 3346, 9770]",9770,"[1282, 9987, 7171, 5768, 3346, 4505, 6815, 5420, 5446, 6737, 1749, 3799, 9059, 4451, 6245, 8294, 5862, 7664, 1265]"
"[2311, 2501, 7919, 8934, 2883, 8983, 7125, 8311, 1411, 6151, 9039, 5632, 7335, 8631, 6701, 4868, 5884, 3114, 8892, 2101, 2311, 2501, 7919, 8934, 2883, 8983, 7125, 8311, 1411, 6151, 9039, 5632, 7335, 8631, 6701, 4868, 5884, 3114, 8892]","[7335, 6151, 7919, 8892, 8934, 2311, 3114, 2501, 8311, 7125, 9039, 4868, 2883, 6701, 2883, 8983, 1411, 5884, 8631, 5632, 2311, 2501, 7919, 8934, 2883, 8983, 7125, 8311, 1411, 6151, 9039, 5632, 7335, 8631, 6701, 4868, 5884, 3114, 2101]",2101,"[5632, 1411, 4868, 2311, 6151, 8983, 7335, 3114, 6701, 8631, 8892, 2883, 2501, 9039, 7125, 8934, 7919, 8311, 5884]"
"[9758, 4510, 2467, 9464, 1705, 9529, 1645, 6997, 4503, 5866, 6679, 6086, 8232, 9055, 2008, 8138, 1485, 7351, 4314, 4399, 9758, 4510, 2467, 9464, 1705, 9529, 1645, 6997, 4503, 5866, 6679, 6086, 8232, 9055, 2008, 8138, 1485, 7351, 4314]","[6679, 6997, 2467, 6086, 2008, 5866, 7351, 8138, 1705, 9758, 1485, 1645, 8232, 9055, 8138, 9529, 4510, 4314, 4503, 9464, 9758, 4510, 2467, 9464, 1705, 9529, 1645, 6997, 4503, 5866, 6679, 6086, 8232, 9055, 2008, 8138, 1485, 7351, 4399]",4399,"[6679, 4503, 9758, 4510, 2467, 8232, 1705, 7351, 9529, 6086, 8138, 1485, 6997, 2008, 4314, 9055, 5866, 1645, 9464]"
"[3640, 3700, 8134, 1854, 6851, 9511, 4839, 8820, 8976, 8528, 6143, 5048, 6033, 3865, 8580, 2833, 7584, 7234, 3455, 5889, 3640, 3700, 8134, 1854, 6851, 9511, 4839, 8820, 8976, 8528, 6143, 5048, 6033, 3865, 8580, 2833, 7584, 7234, 3455]","[7584, 1854, 7234, 8528, 3700, 3865, 9511, 6851, 8134, 6143, 5048, 3455, 4839, 8976, 7234, 6033, 3640, 2833, 8580, 8820, 3640, 3700, 8134, 1854, 6851, 9511, 4839, 8820, 8976, 8528, 6143, 5048, 6033, 3865, 8580, 2833, 7584, 7234, 5889]",5889,"[8580, 8976, 6033, 2833, 3865, 7584, 9511, 5048, 3640, 6143, 1854, 7234, 6851, 8134, 8528, 4839, 3700, 8820, 3455]"
"[7243, 4097, 8688, 1789, 4980, 5427, 6366, 1202, 2627, 7862, 4464, 4108, 5010, 1848, 1979, 5368, 5813, 3495, 7158, 7003, 7243, 4097, 8688, 1789, 4980, 5427, 6366, 1202, 2627, 7862, 4464, 4108, 5010, 1848, 1979, 5368, 5813, 3495, 7158]","[5368, 8688, 7158, 3495, 7862, 1848, 5813, 4108, 2627, 7243, 4980, 4097, 1202, 7862, 6366, 1979, 5427, 4464, 1789, 5010, 7243, 4097, 8688, 1789, 4980, 5427, 6366, 1202, 2627, 7862, 4464, 4108, 5010, 1848, 1979, 5368, 5813, 3495, 7003]",7003,"[4097, 4108, 5010, 3495, 1202, 5427, 5813, 7862, 1848, 1979, 2627, 7243, 6366, 8688, 4464, 4980, 7158, 5368, 1789]"
"[2441, 8036, 3812, 9189, 8913, 8800, 7666, 3595, 4826, 1841, 4480, 9023, 7462, 9152, 5753, 8766, 5360, 4745, 1742, 1436, 2441, 8036, 3812, 9189, 8913, 8800, 7666, 3595, 4826, 1841, 4480, 9023, 7462, 9152, 5753, 8766, 5360, 4745, 1742]","[9189, 3812, 1742, 4826, 8036, 1841, 9023, 4826, 2441, 4480, 7666, 3595, 8800, 5360, 5753, 8913, 9152, 8766, 7462, 4745, 2441, 8036, 3812, 9189, 8913, 8800, 7666, 3595, 4826, 1841, 4480, 9023, 7462, 9152, 5753, 8766, 5360, 4745, 1436]",1436,"[4480, 2441, 4745, 3595, 7462, 1841, 8766, 9023, 9152, 1742, 8913, 4826, 8800, 3812, 8036, 9189, 5360, 7666, 5753]"
"[9635, 4836, 4075, 6541, 7693, 6998, 2550, 8584, 9880, 6343, 1099, 6129, 9740, 1608, 7657, 2708, 7802, 6052, 4183, 6183, 9635, 4836, 4075, 6541, 7693, 6998, 2550, 8584, 9880, 6343, 1099, 6129, 9740, 1608, 7657, 2708, 7802, 6052, 4183]","[6343, 6998, 4183, 1099, 2708, 6129, 9740, 7657, 4075, 2708, 8584, 6052, 1608, 9880, 4836, 7802, 7693, 9635, 6541, 2550, 9635, 4836, 4075, 6541, 7693, 6998, 2550, 8584, 9880, 6343, 1099, 6129, 9740, 1608, 7657, 2708, 7802, 6052, 6183]",6183,"[8584, 9740, 7693, 6541, 2708, 9880, 9635, 6052, 6343, 1608, 1099, 6998, 4183, 4836, 7657, 4075, 6129, 2550, 7802]"
"[8274, 1240, 6365, 6182, 4365, 3538, 3802, 6390, 5713, 7112, 8129, 7547, 3262, 8276, 6157, 2287, 5692, 8689, 5319, 2759, 8274, 1240, 6365, 6182, 4365, 3538, 3802, 6390, 5713, 7112, 8129, 7547, 3262, 8276, 6157, 2287, 5692, 8689, 5319]","[8689, 2287, 5319, 5713, 1240, 8276, 8274, 3538, 7547, 8129, 7112, 6365, 6182, 3802, 6157, 5692, 4365, 7547, 3262, 6390, 8274, 1240, 6365, 6182, 4365, 3538, 3802, 6390, 5713, 7112, 8129, 7547, 3262, 8276, 6157, 2287, 5692, 8689, 2759]",2759,"[4365, 6157, 6182, 5692, 3262, 8129, 5319, 7112, 5713, 8274, 3538, 8276, 1240, 3802, 6365, 2287, 8689, 6390, 7547]"
"[9611, 7294, 4289, 9940, 3683, 6853, 7861, 1275, 9856, 7954, 7445, 7851, 4357, 9183, 7175, 5396, 2507, 2812, 2326, 4264, 9611, 7294, 4289, 9940, 3683, 6853, 7861, 1275, 9856, 7954, 7445, 7851, 4357, 9183, 7175, 5396, 2507, 2812, 2326]","[4357, 3683, 2326, 9940, 7851, 1275, 4289, 5396, 6853, 7445, 9856, 2507, 7175, 7294, 9611, 2812, 9183, 7861, 7954, 7861, 9611, 7294, 4289, 9940, 3683, 6853, 7861, 1275, 9856, 7954, 7445, 7851, 4357, 9183, 7175, 5396, 2507, 2812, 4264]",4264,"[9856, 4357, 7175, 9611, 7954, 5396, 7445, 2326, 7851, 7861, 4289, 6853, 2507, 9940, 9183, 3683, 1275, 2812, 7294]"
"[6161, 4105, 2838, 1030, 5571, 7619, 9287, 3227, 5831, 3079, 7425, 7840, 9433, 8530, 7525, 9780, 4142, 4449, 5712, 7477, 6161, 4105, 2838, 1030, 5571, 7619, 9287, 3227, 5831, 3079, 7425, 7840, 9433, 8530, 7525, 9780, 4142, 4449, 5712]","[4142, 1030, 3227, 2838, 7619, 5571, 6161, 4105, 3079, 9287, 7525, 9780, 4449, 9433, 5831, 4105, 5712, 8530, 7840, 7425, 6161, 4105, 2838, 1030, 5571, 7619, 9287, 3227, 5831, 3079, 7425, 7840, 9433, 8530, 7525, 9780, 4142, 4449, 7477]",7477,"[7425, 1030, 3079, 4105, 6161, 2838, 3227, 7840, 4142, 9780, 5571, 7619, 9287, 5831, 5712, 8530, 9433, 4449, 7525]"
"[1111, 4101, 6042, 4018, 7427, 8521, 6335, 8720, 7683, 1843, 3665, 8806, 4796, 8881, 5041, 1463, 5507, 7547, 8571, 2639, 1111, 4101, 6042, 4018, 7427, 8521, 6335, 8720, 7683, 1843, 3665, 8806, 4796, 8881, 5041, 1463, 5507, 7547, 8571]","[4101, 4796, 4018, 7427, 5507, 8720, 8881, 1843, 5041, 6335, 7547, 8571, 7547, 6042, 1463, 1111, 8806, 8521, 3665, 7683, 1111, 4101, 6042, 4018, 7427, 8521, 6335, 8720, 7683, 1843, 3665, 8806, 4796, 8881, 5041, 1463, 5507, 7547, 2639]",2639,"[7427, 7683, 4101, 5507, 8720, 6042, 8881, 4018, 1843, 5041, 1463, 4796, 6335, 8521, 3665, 7547, 1111, 8806, 8571]"
"[1263, 2010, 7886, 7307, 9648, 6311, 1097, 9742, 6649, 1484, 4411, 3025, 4850, 3278, 3258, 2892, 3695, 9981, 8698, 5584, 1263, 2010, 7886, 7307, 9648, 6311, 1097, 9742, 6649, 1484, 4411, 3025, 4850, 3278, 3258, 2892, 3695, 9981, 8698]","[4411, 3278, 7886, 8698, 4850, 7307, 9648, 3025, 3695, 6649, 9981, 9742, 3258, 9648, 2892, 1097, 2010, 6311, 1484, 1263, 1263, 2010, 7886, 7307, 9648, 6311, 1097, 9742, 6649, 1484, 4411, 3025, 4850, 3278, 3258, 2892, 3695, 9981, 5584]",5584,"[7307, 9742, 6311, 9648, 3258, 4411, 1097, 1484, 2892, 7886, 3278, 3025, 2010, 1263, 3695, 4850, 6649, 8698, 9981]"
